gender,age,survey_score,days_member,days_last_visit
M,26,8,36,5
M,35,8,159,12
F,20,8,309,3
M,36,4,71,27
F,30,7,364,16
F,36,8,185,7
F,31,9,112,13
M,54,2,30,30
M,61,1,78,78
M,26,8,123,1
F,32,9,64,14
M,51,2,220,136
F,38,8,206,8
F,42,2,290,71
M,38,3,203,29
M,43,3,334,7
F,42,2,39,28
M,35,10,336,7
F,28,7,94,2
F,36,8,164,5
M,48,2,132,70
M,33,8,134,13
F,33,9,233,6
F,39,8,252,4
F,58,2,166,102
M,44,3,131,30
M,50,4,206,29
M,31,9,191,12
F,38,8,356,13
M,25,8,155,5
M,44,3,182,27
F,53,3,30,30
M,38,8,359,9
F,42,4,30,30
M,51,2,238,3
M,25,8,220,6
M,48,3,128,42
M,24,8,328,2
F,34,8,261,11
M,62,1,143,135
M,21,9,30,2
M,42,3,212,28
M,20,7,300,0
F,51,1,246,98
M,28,8,33,1
F,61,1,121,120
M,34,9,354,9
F,30,8,172,1
M,46,4,77,47
F,33,8,154,10
F,29,9,313,0
M,42,3,243,57
M,41,3,282,23
F,47,3,254,38
F,50,3,259,0
M,45,3,109,8
F,51,1,300,91
M,36,8,213,12
F,44,2,247,60
M,38,3,170,50
F,59,2,180,58
F,53,2,101,101
M,18,8,151,4
M,33,8,112,9
M,33,8,311,18
M,45,4,266,31
F,57,2,296,35
F,33,8,65,11
M,59,2,114,63
F,30,9,63,11
F,35,8,113,4
M,34,8,311,11
F,44,3,275,38
M,36,8,359,4
F,36,8,262,5
F,58,2,84,57
M,32,9,113,16
F,35,8,181,20
M,36,4,155,34
M,48,2,115,43
F,30,9,30,10
M,35,7,274,14
F,26,10,168,2
M,46,2,30,30
F,33,7,284,3
M,42,3,361,54
F,32,9,196,14
M,54,2,104,102
F,28,8,153,2
M,22,8,250,3
F,41,4,53,30
M,33,9,222,14
F,33,9,146,11
F,18,8,288,2
F,41,3,246,36
F,37,3,320,30
M,47,4,361,31
M,34,7,145,11
M,27,8,191,2
M,56,1,359,123
F,36,8,216,11
M,40,3,122,38
F,36,8,274,16
M,25,8,328,3
F,33,7,194,13
F,60,1,200,70
F,32,7,364,10
M,44,3,116,5
F,22,9,283,5
F,40,3,180,33
M,47,3,120,44
F,26,8,191,1
F,45,3,96,52
M,34,9,253,15
M,44,3,249,28
F,37,2,355,40
F,31,8,306,11
M,40,4,247,21
M,35,6,140,7
F,34,8,339,10
F,19,8,364,4
M,36,8,58,7
M,36,7,51,2
F,45,3,142,47
M,57,2,287,51
M,42,3,56,40
M,38,2,176,42
M,43,3,44,24
F,24,9,32,0
F,22,8,39,0
M,41,3,255,0
F,33,10,197,7
M,25,7,30,2
M,41,3,30,26
F,39,4,131,44
F,27,8,208,0
M,51,2,281,130
M,28,8,106,0
F,29,8,173,3
F,39,3,175,50
F,38,8,218,8
F,43,2,155,40
F,29,8,344,1
M,33,7,208,11
F,26,8,155,1
M,58,2,71,3
M,33,7,219,16
F,53,1,215,34
M,65,1,30,30
F,37,2,256,42
M,28,7,264,6
M,44,3,54,52
M,48,2,329,6
F,20,8,309,0
F,34,8,98,4
M,32,8,248,6
F,53,2,363,59
M,38,7,208,11
M,45,4,286,19
F,51,1,345,117
M,46,2,202,62
M,44,3,94,19
M,44,3,232,70
F,30,8,95,9
F,26,8,251,2
M,64,2,105,105
F,29,8,364,1
F,18,7,176,3
F,52,3,98,84
F,23,7,42,3
M,39,8,181,1
F,39,3,117,34
M,42,3,30,30
F,56,2,293,94
M,27,6,76,2
F,40,3,365,28
F,36,2,254,38
M,39,7,187,4
F,44,2,286,5
M,60,2,238,103
M,26,9,163,3
F,50,2,313,26
M,45,2,361,37
F,27,8,170,4
M,51,2,165,73
F,42,3,292,0
M,42,3,57,26
F,47,3,30,30
F,33,8,293,9
M,29,10,30,3
M,26,9,341,2
F,47,3,104,51
F,48,3,221,28
F,27,7,182,0
M,27,8,168,1
M,38,3,292,53
M,53,1,163,163
M,59,1,289,94
F,25,8,184,2
M,29,8,265,4
F,49,3,183,20
M,35,9,208,1
F,27,7,150,3
M,51,2,362,16
M,28,7,323,4
F,22,8,241,0
M,25,7,147,4
F,42,3,90,48
F,55,3,187,46
M,36,9,149,13
F,23,8,359,0
F,46,3,199,0
F,55,1,30,30
F,26,8,155,4
M,22,8,60,2
M,41,4,91,43
F,46,3,207,0
M,34,7,90,4
F,27,8,30,3
F,25,9,229,1
F,19,8,182,2
M,34,9,288,4
M,35,7,164,11
M,33,8,309,18
F,33,8,300,23
F,31,8,170,12
M,45,3,47,25
M,60,1,180,55
F,58,3,91,46
F,27,9,192,0
F,33,7,192,12
M,32,8,252,4
M,39,6,143,5
M,36,3,107,22
F,36,8,298,5
F,36,8,195,13
M,48,3,245,60
M,52,2,282,112
M,42,4,60,10
F,58,2,278,27
M,60,3,268,132
M,65,3,211,105
M,37,4,36,3
M,41,3,30,30
M,44,3,132,28
M,26,9,363,3
F,37,9,250,6
M,43,4,165,35
M,45,3,250,21
F,47,2,157,39
M,30,9,211,21
M,59,3,234,108
F,30,8,270,11
F,29,9,154,2
M,38,3,334,45
M,37,8,185,12
M,37,8,279,3
M,50,3,129,43
M,41,3,283,12
M,61,1,30,30
M,33,7,144,1
M,22,8,309,4
F,36,7,364,18
M,31,7,267,4
M,31,9,120,14
F,30,7,310,0
F,45,3,130,35
M,26,7,96,1
M,32,8,258,20
F,25,7,364,1
M,22,9,252,0
M,44,3,199,19
M,44,3,108,10
M,41,4,145,59
F,20,8,248,2
M,38,3,353,28
M,45,3,193,8
M,32,7,175,15
M,44,3,161,25
M,52,1,149,87
F,30,7,364,5
M,61,1,306,73
M,43,4,206,6
M,53,2,142,86
M,58,2,30,11
F,37,8,71,12
M,27,8,130,2
M,63,2,30,30
M,45,2,121,68
M,40,2,135,13
F,56,2,317,162
M,31,7,323,14
F,38,2,278,56
M,24,9,75,1
F,25,7,30,3
F,44,3,324,32
F,52,1,250,71
M,38,7,113,11
F,28,7,352,2
M,48,3,122,11
F,34,8,227,6
M,32,8,37,1
M,24,9,215,1
F,46,2,96,38
M,24,7,183,4
F,58,2,99,85
F,21,7,30,0
F,63,2,266,117
M,46,3,153,8
M,24,7,30,4
F,47,4,204,29
M,59,3,116,70
F,65,1,145,145
M,38,8,153,10
M,56,2,213,60
F,21,8,170,1
M,24,8,176,3
M,32,8,114,2
M,30,9,115,8
F,44,4,151,26
M,38,2,248,41
M,59,1,257,54
M,36,8,92,24
M,32,7,137,10
M,25,7,360,2
M,54,2,184,118
F,46,3,265,29
F,50,2,300,58
M,45,3,149,29
M,43,2,183,42
F,32,9,123,6
F,49,3,203,33
F,36,3,174,0
F,59,2,202,109
M,30,8,262,6
F,35,8,235,0
M,21,7,340,0
F,56,1,107,89
M,58,2,260,157
M,35,8,359,12
M,26,8,255,5
F,43,3,30,30
M,60,2,129,75
M,22,7,102,5
M,34,9,335,13
F,33,7,85,22
F,50,3,264,5
M,32,8,359,14
F,23,8,291,0
M,50,2,107,21
F,35,8,266,10
M,48,4,164,40
F,46,2,110,30
F,27,9,177,6
M,40,3,146,27
F,32,8,278,9
M,29,9,238,0
M,33,7,224,10
F,54,2,173,59
F,54,1,30,30
M,63,1,361,27
M,48,4,200,34
F,25,7,240,1
F,38,3,30,3
M,64,2,358,150
M,39,3,208,33
F,43,3,89,15
F,22,7,30,0
M,39,4,184,40
M,46,2,30,30
M,49,3,249,26
M,21,9,151,1
F,23,8,141,1
F,44,3,147,33
F,45,3,360,62
F,30,8,364,6
M,43,3,271,20
M,65,2,65,50
M,44,2,192,57
M,37,8,97,1
M,21,7,186,1
M,27,8,30,2
M,44,3,174,52
M,39,2,247,33
F,47,2,305,15
M,64,2,128,122
F,39,2,265,21
F,40,3,30,23
M,42,2,230,28
F,46,2,57,24
F,21,8,161,4
M,24,8,140,0
M,52,2,220,111
F,43,2,162,12
M,32,8,30,17
M,52,3,231,118
F,51,2,196,23
M,23,8,94,1
F,46,2,30,28
M,64,1,185,81
F,60,3,156,122
M,37,9,177,10
M,60,1,257,111
F,55,1,52,52
F,25,8,347,0
M,30,8,276,3
F,32,8,200,0
M,55,2,105,105
F,45,3,75,37
M,46,3,56,53
M,45,4,40,40
F,56,1,320,32
M,38,3,255,39
F,50,3,176,7
M,47,3,169,45
M,36,7,30,7
M,39,3,113,28
M,41,2,301,49
M,58,2,157,96
M,45,3,65,16
M,32,8,246,6
F,23,8,30,1
F,20,9,313,4
M,57,1,343,112
F,26,9,171,1
M,62,2,209,146
F,61,2,193,98
M,55,2,39,39
F,44,3,104,39
F,49,2,238,36
F,45,3,252,36
F,23,8,116,1
M,33,8,109,8
F,26,9,146,1
M,31,7,170,10
M,32,9,30,9
M,42,3,178,25
F,56,2,363,134
F,22,9,72,1
F,34,8,188,4
F,22,7,70,1
M,51,1,362,32
M,60,1,328,114
M,46,4,190,19
F,21,8,231,3
M,38,3,241,25
M,33,8,179,10
F,39,3,293,23
F,37,3,37,16
F,34,9,120,10
F,50,3,184,26
M,46,3,30,30
M,35,8,77,15
M,58,2,53,53
M,60,2,362,86
F,40,4,241,45
F,25,7,264,0
M,60,1,214,78
F,43,2,170,36
F,45,2,170,41
F,51,2,190,84
F,33,9,364,5
M,22,9,203,1
F,49,3,105,61
M,43,2,30,30
M,49,3,184,38
M,55,2,217,141
M,25,8,185,4
M,37,7,136,1
F,60,2,177,55
F,40,3,92,41
M,25,8,193,0
F,27,9,173,2
F,41,2,134,37
F,38,9,138,12
F,31,7,33,19
M,39,2,117,39
M,23,9,133,0
F,47,3,292,61
F,34,8,284,14
F,35,7,115,15
M,26,7,138,0
F,47,4,161,14
M,51,2,256,90
M,65,3,325,61
F,47,2,272,39
M,24,7,224,0
M,60,2,146,38
M,50,3,352,61
F,59,1,41,41
M,61,1,106,99
M,31,9,116,1
F,37,4,270,45
M,58,1,144,99
M,65,2,30,30
M,39,3,181,52
F,50,2,196,39
F,25,8,172,2
M,22,8,103,0
F,42,2,284,46
M,22,8,363,1
M,37,8,158,25
F,32,8,277,12
F,49,3,217,41
M,46,3,265,12
M,37,3,30,30
F,24,7,194,2
F,41,3,314,71
M,56,1,85,50
F,21,7,190,2
M,34,8,295,15
F,21,9,139,0
F,24,8,311,4
M,52,3,333,101
F,44,2,236,20
F,35,8,145,17
F,36,9,102,10
M,40,4,53,53
M,38,8,266,11
M,63,3,30,30
F,33,8,30,9
M,64,1,188,101
F,54,2,363,60
M,24,8,195,3
M,25,7,150,2
M,32,10,308,10
M,25,8,153,3
F,25,8,156,3
F,56,1,330,120
F,48,3,227,58
M,37,3,273,42
F,58,2,184,113
M,29,8,137,0
M,38,4,273,13
F,26,8,46,3
F,41,4,178,59
F,62,2,363,26
F,37,3,199,34
M,32,8,160,16
F,28,7,229,5
M,53,1,258,54
M,42,2,222,42
F,43,3,191,3
F,34,8,210,15
M,40,2,146,38
F,50,3,238,40
M,34,9,95,2
F,44,3,169,22
M,33,8,177,8
M,48,3,361,17
F,42,3,156,39
F,40,3,241,20
F,45,3,224,39
M,30,7,174,10
M,40,2,95,25
F,58,2,30,30
M,48,3,168,29
M,39,2,214,37
F,27,9,53,5
F,55,2,218,37
F,24,8,300,4
M,48,3,216,42
F,39,3,111,37
M,46,3,206,26
M,31,7,70,8
F,62,2,99,51
F,39,3,137,23
F,34,9,237,23
F,46,3,326,47
F,32,8,134,1
M,42,4,111,52
F,26,9,364,1
M,26,8,218,3
M,63,1,186,64
M,42,3,56,52
F,45,4,51,41
M,24,8,295,3
F,50,2,163,30
M,36,7,222,13
F,31,7,216,3
F,31,8,30,11
F,31,8,316,23
M,47,2,184,45
M,21,8,41,1
M,42,3,87,28
M,63,2,212,142
M,38,8,283,1
M,39,9,117,3
F,25,7,289,2
F,55,1,161,102
M,36,9,30,1
F,45,2,68,31
M,45,2,359,32
F,49,2,86,50
M,40,2,30,30
M,36,4,361,8
M,23,7,212,2
F,46,2,95,50
M,39,3,151,51
F,58,2,199,104
M,49,2,211,31
F,21,8,189,2
M,22,8,200,0
F,23,8,286,3
F,39,2,252,7
F,39,4,92,52
M,35,8,337,16
F,21,8,333,2
M,34,7,253,1
F,40,4,234,15
M,63,3,30,30
M,46,2,217,50
F,47,3,298,19
M,39,4,30,16
M,49,3,361,16
M,41,3,103,38
M,63,2,49,49
M,39,8,359,10
F,42,4,256,60
F,37,7,261,16
M,25,7,30,3
M,40,3,147,44
F,37,9,350,11
F,52,1,363,152
F,34,8,341,9
F,18,8,184,1
M,34,8,58,16
M,57,2,362,75
F,25,9,176,2
F,40,4,365,41
F,19,8,118,2
M,24,7,30,4
F,32,8,185,8
F,25,7,199,4
F,41,3,343,1
M,47,3,285,47
M,62,1,177,89
M,20,8,161,3
F,23,10,174,1
M,61,2,348,159
M,50,4,195,7
M,21,8,48,2
F,65,1,254,64
F,31,8,293,8
M,22,8,275,5
M,27,7,245,0
M,19,9,363,2
F,23,8,143,2
M,25,7,30,1
M,28,9,220,2
F,22,8,30,4
M,57,2,225,55
F,23,8,364,1
M,60,1,196,107
F,59,1,247,114
M,33,7,251,7
M,36,8,30,10
M,34,10,142,1
F,21,10,75,1
F,21,8,227,2
F,51,2,76,76
M,40,3,30,30
F,51,1,30,30
F,57,1,110,97
F,23,8,159,4
F,42,4,168,58
F,51,2,30,30
F,25,7,237,2
F,60,2,334,74
F,53,1,30,30
M,45,2,337,51
F,34,8,152,10
M,25,9,325,3
F,43,2,245,25
M,29,8,263,2
F,47,3,46,29
M,36,8,286,13
M,37,8,350,3
F,65,2,263,84
F,45,2,189,38
M,54,3,83,83
F,50,4,194,32
M,35,9,154,3
M,29,9,173,2
M,25,8,267,1
F,26,9,339,4
M,46,3,30,30
M,26,10,348,2
F,46,3,255,34
M,36,8,160,8
F,41,3,216,25
F,42,3,81,29
F,60,1,30,30
M,61,2,99,99
F,19,9,154,2
F,34,8,144,10
M,46,3,30,30
F,41,2,291,15
F,27,8,154,1
F,44,3,365,12
F,39,8,268,9
F,35,8,164,11
M,22,8,90,7
F,35,7,345,15
M,59,1,116,100
F,45,2,247,0
F,21,8,230,2
F,24,8,45,0
M,31,7,84,12
F,55,1,224,96
M,60,2,362,154
M,26,8,142,2
F,30,7,30,16
F,50,3,164,31
F,50,4,153,25
M,26,7,333,4
F,42,3,249,52
M,35,9,170,3
F,25,7,141,5
M,43,3,107,36
F,42,2,300,29
F,65,2,164,40
F,35,8,60,9
M,20,9,58,3
M,47,4,86,49
F,42,2,70,43
F,25,6,289,5
M,39,3,306,32
M,34,9,238,9
F,55,2,363,81
F,44,3,215,40
M,37,8,192,10
F,59,2,103,98
M,56,2,252,63
M,40,3,236,27
F,32,8,77,16
M,55,2,204,166
F,35,8,276,3
M,45,2,166,34
M,56,1,213,96
F,45,3,149,18
M,62,2,181,59
F,43,3,213,61
F,47,2,189,35
F,36,9,174,18
F,26,8,196,0
F,23,8,82,3
M,65,3,192,94
M,27,8,122,3
F,48,3,222,71
F,65,1,206,68
M,49,3,58,32
F,38,4,113,56
F,30,8,128,13
M,32,7,197,18
M,44,4,292,33
M,54,1,209,128
M,37,8,62,9
F,36,4,314,14
F,61,2,210,79
M,60,2,30,30
F,42,3,52,21
M,57,2,289,184
M,58,3,228,132
M,61,3,151,127
F,44,2,219,22
M,32,8,70,11
M,25,7,119,5
F,46,3,135,12
M,22,8,30,0
F,62,2,293,117
F,55,2,248,141
M,31,7,142,8
F,27,8,126,2
M,36,8,278,5
F,45,3,63,19
F,32,8,279,9
F,35,7,176,8
M,46,3,140,46
M,56,1,96,96
M,47,3,182,58
M,45,3,114,17
M,24,7,296,3
M,32,8,78,13
F,37,8,271,8
M,23,8,130,0
M,54,2,279,131
M,63,2,201,97
M,41,3,50,32
M,39,3,361,26
F,44,3,85,40
F,60,1,137,91
M,27,8,69,3
M,29,8,195,5
M,45,3,342,60
M,61,2,148,79
F,27,8,327,1
M,59,1,58,58
M,54,1,286,61
F,43,2,276,18
F,45,3,311,56
M,44,3,30,9
F,24,7,240,0
F,44,3,168,46
M,48,3,31,31
M,31,9,254,8
F,26,9,179,0
F,38,2,199,68
M,53,1,362,87
M,44,3,251,64
M,51,2,340,179
M,34,8,224,4
F,46,3,221,25
F,39,8,200,11
F,37,2,69,23
F,37,8,161,8
M,30,7,201,8
M,40,3,30,30
F,54,2,231,95
M,36,8,67,3
F,39,3,174,28
F,26,8,85,0
F,60,3,65,65
M,58,1,118,79
M,36,3,243,36
M,45,4,30,19
M,37,8,263,9
M,40,4,135,7
M,50,3,241,26
F,59,2,363,66
M,34,7,149,8
M,43,3,94,34
F,29,8,30,3
M,60,2,30,22
M,56,2,30,18
F,27,8,294,5
F,52,2,278,73
M,34,9,30,14
F,32,8,132,16
F,42,3,236,43
M,62,2,249,90
F,63,2,226,76
F,51,1,138,31
M,37,7,137,11
F,44,4,159,37
F,27,8,328,0
M,36,8,49,18
M,51,2,30,30
M,35,9,202,21
M,47,2,82,46
M,59,2,244,71
M,58,3,287,3
F,64,1,77,77
M,41,3,144,45
F,31,8,336,7
F,46,2,175,11
M,24,7,263,4
F,37,8,276,13
F,34,9,128,10
M,39,7,30,12
M,40,3,210,46
M,54,1,301,41
M,31,8,240,8
F,22,7,158,0
F,54,1,146,138
F,54,2,133,94
F,32,8,34,13
M,32,8,223,4
F,48,3,65,36
F,43,2,241,10
M,39,2,213,35
F,30,9,33,7
F,48,3,281,28
M,62,2,69,25
M,37,8,140,3
F,63,2,125,100
F,22,9,313,1
M,41,3,120,70
F,30,9,256,0
M,36,9,283,15
F,47,3,184,47
F,42,2,209,42
M,40,3,104,18
M,35,8,186,13
F,51,1,132,110
M,33,7,298,9
M,53,1,302,73
M,31,10,128,15
M,57,1,252,70
M,34,8,225,18
F,21,8,80,2
F,32,9,175,14
M,56,2,362,86
M,50,3,59,42
M,37,7,136,22
F,36,8,30,12
F,45,3,30,30
M,45,3,214,36
F,33,7,197,8
F,61,1,363,68
F,45,3,79,29
M,21,9,151,1
M,21,9,30,1
F,27,7,219,2
M,27,7,30,4
F,47,3,30,30
F,49,3,173,37
M,29,8,341,3
F,23,7,30,1
M,43,3,98,26
M,53,2,247,108
M,57,3,211,121
M,47,2,170,54
M,38,3,232,40
M,32,8,132,8
F,36,7,192,7
M,43,4,116,52
F,29,8,146,3
F,31,8,129,12
M,32,8,213,10
M,41,4,361,70
M,23,9,171,2
F,44,2,247,24
F,22,6,364,0
M,39,4,170,44
F,63,2,244,140
F,40,3,365,29
M,59,2,287,105
M,21,8,239,1
F,49,4,65,48
M,41,4,79,11
F,42,3,277,30
F,41,2,248,33
M,40,3,104,63
M,62,1,362,57
F,54,1,73,73
M,34,6,151,22
M,36,8,111,15
F,42,2,30,5
F,47,3,30,30
M,48,2,67,66
M,54,1,90,90
F,41,2,55,0
M,62,2,30,30
M,38,9,359,8
F,44,3,365,9
M,36,3,190,41
M,60,2,146,17
M,61,3,119,103
M,48,2,96,46
M,39,7,221,10
F,21,8,296,0
F,23,7,111,2
F,56,1,135,41
F,26,9,43,1
F,54,1,78,78
F,32,7,343,14
M,42,4,361,46
F,44,2,65,33
M,62,2,260,144
F,25,9,304,5
M,35,7,124,13
F,27,9,330,4
M,29,8,254,3
M,34,9,30,7
F,44,4,137,42
F,50,3,365,23
M,36,8,308,9
F,41,2,273,29
F,38,3,206,32
F,20,9,189,2
M,42,3,30,25
M,44,3,213,21
M,55,2,63,63
F,36,9,144,3
F,46,3,269,10
F,49,3,261,57
F,35,9,235,12
M,51,1,137,26
F,53,1,135,49
F,38,8,132,8
M,38,2,200,30
M,53,2,186,113
M,37,4,140,33
M,36,7,254,13
F,64,3,145,86
M,56,1,223,48
F,34,8,286,10
M,33,8,35,13
M,54,2,342,65
M,24,8,30,1
F,34,8,169,6
M,42,3,171,15
M,20,7,162,1
M,40,3,276,33
M,50,4,298,36
M,46,3,171,53
F,37,7,32,11
M,49,3,48,34
M,53,1,202,63
F,39,9,281,10
M,57,2,211,46
F,38,8,190,8
F,18,8,226,5
F,41,2,115,56
F,44,2,233,7
M,31,9,30,3
M,54,1,289,102
F,21,8,235,0
F,37,8,356,15
M,60,2,83,83
M,24,7,30,4
M,33,7,163,19
F,56,2,258,72
F,38,8,244,16
M,60,2,148,21
F,55,1,166,119
M,64,2,103,34
M,43,2,100,36
M,36,7,135,17
F,37,7,330,14
F,30,8,149,5
F,51,2,168,25
M,64,2,30,30
M,27,8,267,5
M,45,2,47,47
F,38,9,231,0
F,47,3,93,13
F,46,4,69,29
M,34,9,104,9
M,44,3,224,35
M,46,2,195,36
M,40,4,30,30
F,43,2,238,33
M,55,1,164,32
M,41,3,179,38
F,46,3,110,44
F,43,3,138,23
F,29,8,353,3
M,36,6,242,9
F,46,3,365,24
F,60,2,337,69
F,47,2,174,25
M,51,2,77,77
F,44,2,317,3
F,32,9,135,7
M,58,2,194,79
F,33,8,249,7
M,39,7,277,1
F,48,2,168,9
F,39,2,238,45
M,44,3,224,39
F,27,8,305,2
M,51,1,111,94
M,45,3,30,30
F,61,2,274,92
M,45,3,227,28
F,52,1,158,107
F,60,1,218,67
M,57,1,218,71
F,43,2,241,24
F,47,3,179,43
M,46,2,197,54
M,36,2,133,15
M,44,4,361,48
F,43,3,166,26
M,56,2,126,98
M,35,9,149,1
M,64,2,189,10
F,32,8,329,12
F,41,4,253,50
F,39,8,42,9
F,30,8,209,11
F,38,3,194,48
M,36,8,303,9
F,25,7,293,6
M,61,2,168,30
F,41,3,132,34
F,26,8,165,0
M,49,3,89,36
F,37,4,75,30
F,55,2,168,92
F,22,8,30,2
F,37,7,30,17
M,42,3,295,28
M,34,7,106,11
M,37,6,140,17
F,40,3,30,30
F,44,3,30,30
F,35,8,46,23
F,44,3,119,47
M,46,3,141,56
M,49,4,306,0
F,35,8,162,17
M,56,1,266,93
M,23,8,302,4
M,20,9,363,2
M,58,1,354,41
F,42,3,268,29
F,38,3,147,23
M,48,3,361,35
F,56,2,268,97
M,33,8,213,9
M,25,7,363,4
M,52,1,30,30
M,41,4,131,42
F,51,2,45,45
F,39,3,283,39
M,57,1,164,108
M,34,8,158,10
F,25,7,97,3
F,58,2,363,33
F,33,8,235,0
M,40,4,296,52
F,39,3,365,20
M,53,2,255,63
M,26,8,262,3
M,45,3,41,24
M,56,1,30,30
M,35,8,229,6
M,60,1,30,30
F,44,4,91,40
F,25,7,174,0
M,45,2,293,32
F,33,8,364,4
M,57,1,362,113
F,32,7,114,0
F,36,3,30,28
M,50,4,80,35
M,31,8,30,17
M,37,8,30,9
M,50,2,248,27
F,39,2,156,51
F,46,3,180,26
M,34,7,58,16
F,25,8,105,4
F,37,2,211,13
M,22,10,98,3
M,33,8,218,14
F,65,2,49,49
M,47,3,85,2
M,56,1,235,21
F,51,2,275,162
F,35,7,166,12
M,39,7,296,10
F,25,9,166,0
M,53,2,212,112
F,42,3,201,35
F,54,2,236,162
M,57,2,253,123
M,47,2,247,34
M,44,3,306,43
M,34,9,263,14
F,44,3,184,26
M,50,4,181,21
F,22,9,310,1
F,18,7,196,3
M,40,3,169,25
M,35,9,30,24
M,23,8,363,4
F,58,2,121,121
M,59,1,312,101
F,34,8,133,3
F,41,4,166,29
M,65,2,333,17
M,32,6,129,24
M,29,8,76,1
F,38,4,212,71
F,30,9,283,3
M,41,3,65,35
F,37,4,156,19
F,45,4,90,53
F,34,8,100,13
F,57,3,209,37
M,48,3,361,39
F,39,7,319,6
F,36,8,359,5
M,56,2,30,30
M,21,9,57,0
M,35,8,133,1
F,31,8,30,8
M,42,4,172,5
M,25,7,76,3
F,45,3,164,33
M,44,3,227,12
F,42,3,308,37
F,29,8,249,4
M,37,8,94,6
M,20,8,47,1
M,42,3,38,38
F,48,3,236,3
M,33,7,30,7
M,26,9,363,3
F,37,9,157,12
M,48,3,93,7
M,58,1,264,124
F,55,1,53,53
M,52,1,96,66
M,24,8,235,2
M,42,3,100,54
F,38,3,321,57
M,42,4,330,51
M,22,8,178,2
M,25,8,221,0
F,60,2,238,23
F,45,4,30,29
M,44,3,244,31
F,43,2,309,30
F,28,7,173,2
M,33,8,240,6
M,63,1,75,21
F,44,4,260,0
M,39,3,248,23
F,62,1,224,73
F,44,3,187,55
F,23,9,274,3
M,52,2,307,108
M,50,2,180,63
F,42,3,96,71
M,57,2,281,72
M,58,2,362,131
M,33,9,271,15
F,57,2,119,16
F,23,8,355,4
M,36,8,305,11
M,34,8,248,13
M,40,3,101,24
M,21,7,346,1
M,34,8,169,16
F,44,4,297,22
M,38,3,30,30
F,23,8,30,2
M,39,9,101,12
F,31,8,186,6
F,25,8,198,0
M,56,3,30,30
F,43,2,30,30
M,40,3,278,24
F,59,2,125,22
M,50,2,247,0
F,35,9,314,4
M,41,3,163,44
F,47,3,30,30
M,42,4,281,34
F,36,4,84,35
F,26,8,225,3
M,24,8,171,0
M,53,2,141,95
M,23,9,159,3
F,42,3,82,33
F,64,2,30,30
M,29,8,185,0
M,56,1,281,146
M,42,3,30,30
M,47,2,269,28
F,36,10,221,12
F,36,9,182,8
F,45,3,122,32
M,32,8,30,10
M,62,1,219,108
F,46,2,201,57
M,36,8,226,7
M,46,3,348,59
F,56,2,311,83
F,30,8,79,0
F,38,8,158,5
F,50,3,346,63
M,26,7,216,3
M,48,2,326,5
F,21,7,146,0
M,53,2,30,30
M,25,7,183,0
M,25,8,247,0
M,60,2,321,144
F,47,4,96,55
F,64,1,126,126
F,43,3,104,24
F,44,3,82,31
M,40,3,338,49
F,59,1,163,89
F,35,8,295,14
F,18,8,30,3
M,23,8,94,4
F,33,8,229,6
F,32,7,272,11
M,62,2,362,47
F,41,3,104,44
M,61,1,312,40
F,47,2,47,32
M,25,8,134,3
M,47,2,251,43
M,57,1,44,44
M,62,2,362,133
M,33,7,30,9
F,42,4,365,65
M,52,3,106,43
M,55,2,216,49
M,36,8,108,18
F,39,8,296,8
M,37,9,75,1
F,35,9,300,5
F,52,2,233,90
M,37,8,159,3
M,36,3,206,21
F,21,8,242,0
M,26,7,61,1
M,37,7,191,22
M,59,2,80,80
M,51,1,133,63
F,25,9,336,5
F,47,3,250,37
M,45,2,282,52
F,23,8,260,3
M,56,2,201,91
F,37,3,67,21
F,35,8,138,8
M,40,3,361,35
F,46,3,267,38
F,60,2,153,105
M,22,9,113,3
F,42,4,110,65
M,36,3,250,60
F,42,3,171,20
M,36,3,95,31
F,44,4,117,29
M,22,8,151,2
M,60,2,119,37
M,53,1,109,109
F,33,9,30,0
F,57,1,277,76
F,36,8,30,8
M,56,1,293,93
M,37,7,121,14
M,60,3,362,41
F,34,8,189,7
F,23,8,297,1
F,26,8,211,3
M,35,9,204,3
M,34,8,260,13
M,40,3,194,34
F,42,3,30,29
F,28,8,200,0
F,26,7,86,2
F,25,9,340,4
F,33,8,205,13
M,53,1,143,31
M,32,7,117,1
M,22,8,30,0
M,64,1,204,99
M,28,8,227,0
M,64,2,115,55
M,41,3,96,41
M,24,7,289,0
M,50,3,230,51
F,60,1,30,30
M,25,9,178,5
M,36,9,30,10
M,57,3,48,48
F,26,7,275,4
F,43,3,123,54
F,22,8,326,2
F,35,8,123,0
F,31,8,279,5
F,44,3,276,35
M,35,7,194,15
F,41,2,223,32
M,43,3,117,42
M,63,1,178,107
M,29,9,249,1
M,62,2,170,107
F,41,3,220,31
M,34,8,214,10
M,65,2,91,74
M,28,9,128,2
M,32,9,229,2
M,39,3,361,31
M,27,9,127,0
M,39,2,169,50
F,20,9,264,1
M,30,7,47,8
F,37,8,135,11
F,31,9,256,11
F,29,9,134,2
F,41,3,307,28
M,29,7,30,4
F,35,8,196,14
F,47,3,211,43
F,44,3,244,24
F,43,3,308,14
M,65,1,92,56
F,31,7,217,8
F,47,2,47,46
M,46,3,45,45
M,61,1,47,47
F,33,8,258,0
F,55,2,178,98
M,46,3,176,21
